country_code_cow,year,rile,party_strength,partyname,right_of_center
155,2002,-10.493,0.575,Concert of Parties for Democracy,0.0
155,2003,-10.493,0.575,Concert of Parties for Democracy,0.0
155,2004,-10.493,0.575,Concert of Parties for Democracy,0.0
155,2005,-19.715,0.5416666666666666,Concert of Parties for Democracy,0.0
155,2006,-19.715,0.5416666666666666,Concert of Parties for Democracy,0.0
155,2007,-19.715,0.5416666666666666,Concert of Parties for Democracy,0.0
155,2008,-19.715,0.5416666666666666,Concert of Parties for Democracy,0.0
155,2009,-3.029,0.48333333333333334,Coalition for Change,
155,2010,-3.029,0.48333333333333334,Coalition for Change,
155,2011,-3.029,0.48333333333333334,Coalition for Change,
155,2012,-3.029,0.48333333333333334,Coalition for Change,
155,2013,-18.974,0.5583333333333333,New Majority for Chile/Socialist Party of Chile,0.0
155,2014,-18.974,0.5583333333333333,New Majority for Chile/Socialist Party of Chile,0.0
160,1970,,,,
160,1971,,,,
160,1972,,,,
160,1973,,,,
160,1974,,,,
160,1975,,,,
160,1976,,,,
160,1977,,,,
160,1978,,,,
160,1979,,,,
160,1980,,,,
160,1981,,,,
160,1982,,,,
160,1983,,,,
160,1984,,,,
160,1985,,,,
160,1986,,,,
160,1987,,,,
160,1988,,,,
160,1989,-3.82,0.49606299212598426,Justicialist Party of Popular Unity,
160,1990,-3.82,0.49606299212598426,Justicialist Party of Popular Unity,
160,1991,-3.82,0.49606299212598426,Justicialist Party of Popular Unity,
160,1992,-3.82,0.49606299212598426,Justicialist Party of Popular Unity,
160,1993,-3.82,0.49606299212598426,Justicialist Party of Popular Unity,
160,1994,-3.82,0.49606299212598426,Justicialist Party of Popular Unity,
160,1995,1.997,0.5097276264591439,Justicialist Party,
160,1996,1.997,0.5097276264591439,Justicialist Party,
160,1997,1.997,0.5097276264591439,Justicialist Party,
160,1998,1.997,0.5097276264591439,Justicialist Party,
160,1999,-13.04,0.46303501945525294,"Aliance for Work, Justice, and Education",0.0
160,2000,-13.04,0.46303501945525294,"Aliance for Work, Justice, and Education",0.0
160,2001,-13.04,0.46303501945525294,"Aliance for Work, Justice, and Education",0.0
160,2002,-13.04,0.46303501945525294,"Aliance for Work, Justice, and Education",0.0
160,2003,-13.04,0.46303501945525294,"Aliance for Work, Justice, and Education",0.0
160,2004,-13.04,0.46303501945525294,"Aliance for Work, Justice, and Education",0.0
160,2005,-13.04,0.46303501945525294,"Aliance for Work, Justice, and Education",0.0
160,2006,-13.04,0.46303501945525294,"Aliance for Work, Justice, and Education",0.0
160,2007,-20.755,0.5953307392996109,Front for Victory,0.0
160,2008,-20.755,0.5953307392996109,Front for Victory,0.0
160,2009,-40.0,0.33852140077821014,Front for Victory,0.0
160,2010,-40.0,0.33852140077821014,Front for Victory,0.0
160,2011,-3.425,0.4474708171206226,Front for Victory,
160,2012,-3.425,0.4474708171206226,Front for Victory,
160,2013,0.0,0.5136186770428015,Front for Victory,
160,2014,0.0,0.5136186770428015,Front for Victory,
165,1970,,,,
165,1971,,,,
165,1972,,,,
165,1973,,,,
165,1974,,,,
165,1975,,,,
165,1976,,,,
165,1977,,,,
165,1978,,,,
165,1979,,,,
165,1980,,,,
165,1981,,,,
165,1982,,,,
165,1983,,,,
165,1984,,,,
165,1985,,,,
165,1986,,,,
165,1987,,,,
165,1988,,,,
165,1989,,,,
165,1990,,,,
165,1991,,,,
165,1992,,,,
165,1993,,,,
165,1994,,,,
165,1995,,,,
165,1996,,,,
165,1997,,,,
165,1998,,,,
165,1999,,,,
165,2000,,,,
165,2001,,,,
165,2002,,,,
165,2003,,,,
165,2004,,,,
165,2005,,,,
165,2006,,,,
165,2007,,,,
165,2008,,,,
165,2009,,,,
165,2010,,,,
165,2011,,,,
165,2012,,,,
165,2013,,,,
165,2014,-21.144,0.5050505050505051,Broad Front,0.0
200,1970,8.2,0.5238095238095238,Conservative Party,
200,1971,8.2,0.5238095238095238,Conservative Party,
200,1972,8.2,0.5238095238095238,Conservative Party,
200,1973,8.2,0.5238095238095238,Conservative Party,
200,1974,-27.5,0.5023622047244094,Labour Party,0.0
200,1975,-27.5,0.5023622047244094,Labour Party,0.0
200,1976,-27.5,0.5023622047244094,Labour Party,0.0
200,1977,-27.5,0.5023622047244094,Labour Party,0.0
200,1978,-27.5,0.5023622047244094,Labour Party,0.0
200,1979,24.4,0.5338582677165354,Conservative Party,1.0
200,1980,24.4,0.5338582677165354,Conservative Party,1.0
200,1981,24.4,0.5338582677165354,Conservative Party,1.0
200,1982,24.4,0.5338582677165354,Conservative Party,1.0
200,1983,29.0,0.6107692307692307,Conservative Party,1.0
200,1984,29.0,0.6107692307692307,Conservative Party,1.0
200,1985,29.0,0.6107692307692307,Conservative Party,1.0
200,1986,29.0,0.6107692307692307,Conservative Party,1.0
200,1987,30.468,0.5784615384615385,Conservative Party,1.0
200,1988,30.468,0.5784615384615385,Conservative Party,1.0
200,1989,30.468,0.5784615384615385,Conservative Party,1.0
200,1990,30.468,0.5784615384615385,Conservative Party,1.0
200,1991,30.468,0.5784615384615385,Conservative Party,1.0
200,1992,27.9,0.5161290322580645,Conservative Party,1.0
200,1993,27.9,0.5161290322580645,Conservative Party,1.0
200,1994,27.9,0.5161290322580645,Conservative Party,1.0
200,1995,27.9,0.5161290322580645,Conservative Party,1.0
200,1996,27.9,0.5161290322580645,Conservative Party,1.0
200,1997,8.072,0.6358118361153262,Labour Party,
200,1998,8.072,0.6358118361153262,Labour Party,
200,1999,8.072,0.6358118361153262,Labour Party,
200,2000,8.072,0.6358118361153262,Labour Party,
200,2001,1.473,0.6251896813353566,Labour Party,
200,2002,1.473,0.6251896813353566,Labour Party,
200,2003,1.473,0.6251896813353566,Labour Party,
200,2004,1.473,0.6251896813353566,Labour Party,
200,2005,-3.09,0.5495356037151703,Labour Party,
200,2006,-3.09,0.5495356037151703,Labour Party,
200,2007,-3.09,0.5495356037151703,Labour Party,
200,2008,-3.09,0.5495356037151703,Labour Party,
200,2009,-3.09,0.5495356037151703,Labour Party,
200,2010,17.54,0.47303543913713403,Conservative Party,1.0
200,2011,17.54,0.47303543913713403,Conservative Party,1.0
200,2012,17.54,0.47303543913713403,Conservative Party,1.0
200,2013,17.54,0.47303543913713403,Conservative Party,1.0
200,2014,17.54,0.47303543913713403,Conservative Party,1.0
205,1970,,,,
205,1971,,,,
205,1972,,,,
205,1973,57.1,0.4791666666666667,Soldiers of Destiny,1.0
205,1974,57.1,0.4791666666666667,Soldiers of Destiny,1.0
205,1975,57.1,0.4791666666666667,Soldiers of Destiny,1.0
205,1976,57.1,0.4791666666666667,Soldiers of Destiny,1.0
205,1977,-4.2,0.5675675675675675,Soldiers of Destiny,
205,1978,-4.2,0.5675675675675675,Soldiers of Destiny,
205,1979,-4.2,0.5675675675675675,Soldiers of Destiny,
205,1980,-4.2,0.5675675675675675,Soldiers of Destiny,
205,1981,-1.4,0.46987951807228917,Soldiers of Destiny,
205,1982,-8.0,0.4879518072289157,Soldiers of Destiny,
205,1983,-8.0,0.4879518072289157,Soldiers of Destiny,
205,1984,-8.0,0.4879518072289157,Soldiers of Destiny,
205,1985,-8.0,0.4879518072289157,Soldiers of Destiny,
205,1986,-8.0,0.4879518072289157,Soldiers of Destiny,
205,1987,-2.969,0.4879518072289157,Soldiers of Destiny,
205,1988,-2.969,0.4879518072289157,Soldiers of Destiny,
205,1989,-8.424,0.463855421686747,Soldiers of Destiny,
205,1990,-8.424,0.463855421686747,Soldiers of Destiny,
205,1991,-8.424,0.463855421686747,Soldiers of Destiny,
205,1992,-3.409,0.40963855421686746,Soldiers of Destiny,
205,1993,-3.409,0.40963855421686746,Soldiers of Destiny,
205,1994,-3.409,0.40963855421686746,Soldiers of Destiny,
205,1995,-3.409,0.40963855421686746,Soldiers of Destiny,
205,1996,-3.409,0.40963855421686746,Soldiers of Destiny,
205,1997,4.801,0.463855421686747,Soldiers of Destiny,
205,1998,4.801,0.463855421686747,Soldiers of Destiny,
205,1999,4.801,0.463855421686747,Soldiers of Destiny,
205,2000,4.801,0.463855421686747,Soldiers of Destiny,
205,2001,4.801,0.463855421686747,Soldiers of Destiny,
205,2002,-6.246,0.4879518072289157,Soldiers of Destiny,
205,2003,-6.246,0.4879518072289157,Soldiers of Destiny,
205,2004,-6.246,0.4879518072289157,Soldiers of Destiny,
205,2005,-6.246,0.4879518072289157,Soldiers of Destiny,
205,2006,-6.246,0.4879518072289157,Soldiers of Destiny,
205,2007,-9.759,0.46987951807228917,Soldiers of Destiny,
205,2008,-9.759,0.46987951807228917,Soldiers of Destiny,
205,2009,-9.759,0.46987951807228917,Soldiers of Destiny,
205,2010,-9.759,0.46987951807228917,Soldiers of Destiny,
205,2011,0.733,0.4578313253012048,Family of the Irish,
205,2012,0.733,0.4578313253012048,Family of the Irish,
205,2013,0.733,0.4578313253012048,Family of the Irish,
205,2014,0.733,0.4578313253012048,Family of the Irish,
210,1970,,,,
210,1971,-39.7,0.26,Labour Party,0.0
210,1972,-44.5,0.2866666666666667,Labour Party,0.0
210,1973,-44.5,0.2866666666666667,Labour Party,0.0
210,1974,-44.5,0.2866666666666667,Labour Party,0.0
210,1975,-44.5,0.2866666666666667,Labour Party,0.0
210,1976,-44.5,0.2866666666666667,Labour Party,0.0
210,1977,-45.6,0.35333333333333333,Labour Party,0.0
210,1978,-45.6,0.35333333333333333,Labour Party,0.0
210,1979,-45.6,0.35333333333333333,Labour Party,0.0
210,1980,-45.6,0.35333333333333333,Labour Party,0.0
210,1981,-19.3,0.32,Christian Democratic Appeal,0.0
210,1982,-20.7,0.31333333333333335,Labour Party,0.0
210,1983,-20.7,0.31333333333333335,Labour Party,0.0
210,1984,-20.7,0.31333333333333335,Labour Party,0.0
210,1985,-20.7,0.31333333333333335,Labour Party,0.0
210,1986,-4.0,0.36,Christian Democratic Appeal,
210,1987,-4.0,0.36,Christian Democratic Appeal,
210,1988,-4.0,0.36,Christian Democratic Appeal,
210,1989,-8.8,0.36,Christian Democratic Appeal,
210,1990,-8.8,0.36,Christian Democratic Appeal,
210,1991,-8.8,0.36,Christian Democratic Appeal,
210,1992,-8.8,0.36,Christian Democratic Appeal,
210,1993,-8.8,0.36,Christian Democratic Appeal,
210,1994,4.258,0.24666666666666667,Labour Party,
210,1995,4.258,0.24666666666666667,Labour Party,
210,1996,4.258,0.24666666666666667,Labour Party,
210,1997,4.258,0.24666666666666667,Labour Party,
210,1998,-22.069,0.3,Labour Party,0.0
210,1999,-22.069,0.3,Labour Party,0.0
210,2000,-22.069,0.3,Labour Party,0.0
210,2001,-22.069,0.3,Labour Party,0.0
210,2002,2.467,0.2866666666666667,Christian Democratic Appeal,
210,2003,2.467,0.29333333333333333,Christian Democratic Appeal,
210,2004,2.467,0.29333333333333333,Christian Democratic Appeal,
210,2005,2.467,0.29333333333333333,Christian Democratic Appeal,
210,2006,4.0,0.2733333333333333,Christian Democratic Appeal,
210,2007,4.0,0.2733333333333333,Christian Democratic Appeal,
210,2008,4.0,0.2733333333333333,Christian Democratic Appeal,
210,2009,4.0,0.2733333333333333,Christian Democratic Appeal,
210,2010,19.382,0.20666666666666667,People’s Party for Freedom and Democracy,1.0
210,2011,19.382,0.20666666666666667,People’s Party for Freedom and Democracy,1.0
210,2012,22.629,0.2733333333333333,People’s Party for Freedom and Democracy,1.0
210,2013,22.629,0.2733333333333333,People’s Party for Freedom and Democracy,1.0
210,2014,22.629,0.2733333333333333,People’s Party for Freedom and Democracy,1.0
211,1970,,,,
211,1971,-25.329,0.28773584905660377,Belgian Socialist Party,0.0
211,1972,-25.329,0.28773584905660377,Belgian Socialist Party,0.0
211,1973,-25.329,0.28773584905660377,Belgian Socialist Party,0.0
211,1974,-39.048,0.2783018867924528,Belgian Socialist Party,0.0
211,1975,-39.048,0.2783018867924528,Belgian Socialist Party,0.0
211,1976,-39.048,0.2783018867924528,Belgian Socialist Party,0.0
211,1977,-26.073,0.29245283018867924,Belgian Socialist Party,0.0
211,1978,1.303,0.2688679245283019,Christian People’s Party,
211,1979,1.303,0.2688679245283019,Christian People’s Party,
211,1980,1.303,0.2688679245283019,Christian People’s Party,
211,1981,1.544,0.2028301886792453,Christian People’s Party,
211,1982,1.544,0.2028301886792453,Christian People’s Party,
211,1983,1.544,0.2028301886792453,Christian People’s Party,
211,1984,1.544,0.2028301886792453,Christian People’s Party,
211,1985,14.795,0.23113207547169812,Christian People’s Party,1.0
211,1986,14.795,0.23113207547169812,Christian People’s Party,1.0
211,1987,6.629,0.2028301886792453,Christian People’s Party,
211,1988,6.629,0.2028301886792453,Christian People’s Party,
211,1989,6.629,0.2028301886792453,Christian People’s Party,
211,1990,6.629,0.2028301886792453,Christian People’s Party,
211,1991,6.631,0.18396226415094338,Christian People’s Party,
211,1992,6.631,0.18396226415094338,Christian People’s Party,
211,1993,6.631,0.18396226415094338,Christian People’s Party,
211,1994,6.631,0.18396226415094338,Christian People’s Party,
211,1995,-3.171,0.19333333333333333,Christian People’s Party,
211,1996,-3.171,0.19333333333333333,Christian People’s Party,
211,1997,-3.171,0.19333333333333333,Christian People’s Party,
211,1998,-3.171,0.19333333333333333,Christian People’s Party,
211,1999,5.556,0.15333333333333332,Flemish Liberals and Democrats,
211,2000,5.556,0.15333333333333332,Flemish Liberals and Democrats,
211,2001,5.556,0.15333333333333332,Flemish Liberals and Democrats,
211,2002,5.556,0.15333333333333332,Flemish Liberals and Democrats,
211,2003,-25.309,0.16666666666666666,Francophone Socialist Party,0.0
211,2004,-25.309,0.16666666666666666,Francophone Socialist Party,0.0
211,2005,-25.309,0.16666666666666666,Francophone Socialist Party,0.0
211,2006,-25.309,0.16666666666666666,Francophone Socialist Party,0.0
211,2007,11.393,0.16,Christian Democratic and Flemish,1.0
211,2008,11.393,0.16,Christian Democratic and Flemish,1.0
211,2009,11.393,0.16,Christian Democratic and Flemish,1.0
211,2010,11.691,0.18,New Flemish Alliance,1.0
211,2011,11.691,0.18,New Flemish Alliance,1.0
211,2012,11.691,0.18,New Flemish Alliance,1.0
211,2013,11.691,0.18,New Flemish Alliance,1.0
211,2014,8.584,0.22,New Flemish Alliance,
212,1970,,,,
212,1971,,,,
212,1972,,,,
212,1973,,,,
212,1974,-19.735,0.3050847457627119,Christian Social People’s Party,0.0
212,1975,-19.735,0.3050847457627119,Christian Social People’s Party,0.0
212,1976,-19.735,0.3050847457627119,Christian Social People’s Party,0.0
212,1977,-19.735,0.3050847457627119,Christian Social People’s Party,0.0
212,1978,-19.735,0.3050847457627119,Christian Social People’s Party,0.0
212,1979,-9.76,0.4067796610169492,Christian Social People’s Party,
212,1980,-9.76,0.4067796610169492,Christian Social People’s Party,
212,1981,-9.76,0.4067796610169492,Christian Social People’s Party,
212,1982,-9.76,0.4067796610169492,Christian Social People’s Party,
212,1983,-9.76,0.4067796610169492,Christian Social People’s Party,
212,1984,-12.987,0.390625,Christian Social People’s Party,0.0
212,1985,-12.987,0.390625,Christian Social People’s Party,0.0
212,1986,-12.987,0.390625,Christian Social People’s Party,0.0
212,1987,-12.987,0.390625,Christian Social People’s Party,0.0
212,1988,-12.987,0.390625,Christian Social People’s Party,0.0
212,1989,5.4,0.36666666666666664,Christian Social People’s Party,
212,1990,5.4,0.36666666666666664,Christian Social People’s Party,
212,1991,5.4,0.36666666666666664,Christian Social People’s Party,
212,1992,5.4,0.36666666666666664,Christian Social People’s Party,
212,1993,5.4,0.36666666666666664,Christian Social People’s Party,
212,1994,-17.587,0.35,Christian Social People’s Party,0.0
212,1995,-17.587,0.35,Christian Social People’s Party,0.0
212,1996,-17.587,0.35,Christian Social People’s Party,0.0
212,1997,-17.587,0.35,Christian Social People’s Party,0.0
212,1998,-17.587,0.35,Christian Social People’s Party,0.0
212,1999,-10.781,0.31666666666666665,Christian Social People’s Party,0.0
212,2000,-10.781,0.31666666666666665,Christian Social People’s Party,0.0
212,2001,-10.781,0.31666666666666665,Christian Social People’s Party,0.0
212,2002,-10.781,0.31666666666666665,Christian Social People’s Party,0.0
212,2003,-10.781,0.31666666666666665,Christian Social People’s Party,0.0
212,2004,-17.844,0.4,Christian Social People’s Party,0.0
212,2005,-17.844,0.4,Christian Social People’s Party,0.0
212,2006,-17.844,0.4,Christian Social People’s Party,0.0
212,2007,-17.844,0.4,Christian Social People’s Party,0.0
212,2008,-17.844,0.4,Christian Social People’s Party,0.0
212,2009,-5.648,0.43333333333333335,Christian Social People’s Party,
212,2010,-5.648,0.43333333333333335,Christian Social People’s Party,
212,2011,-5.648,0.43333333333333335,Christian Social People’s Party,
212,2012,-5.648,0.43333333333333335,Christian Social People’s Party,
212,2013,-7.753,0.38333333333333336,Christian Social People’s Party,
212,2014,-7.753,0.38333333333333336,Christian Social People’s Party,
220,1970,,,,
220,1971,,,,
220,1972,,,,
220,1973,9.6,0.3763213530655391,Union of Democrats for the Republic - Gaullists,
220,1974,9.6,0.3763213530655391,Union of Democrats for the Republic - Gaullists,
220,1975,9.6,0.3763213530655391,Union of Democrats for the Republic - Gaullists,
220,1976,9.6,0.3763213530655391,Union of Democrats for the Republic - Gaullists,
220,1977,9.6,0.3763213530655391,Union of Democrats for the Republic - Gaullists,
220,1978,19.1,0.29957805907172996,Rally for the Republic - Gaullists,1.0
220,1979,19.1,0.29957805907172996,Rally for the Republic - Gaullists,1.0
220,1980,19.1,0.29957805907172996,Rally for the Republic - Gaullists,1.0
220,1981,-27.8,0.5654008438818565,Socialist Party,0.0
220,1982,-27.8,0.5654008438818565,Socialist Party,0.0
220,1983,-27.8,0.5654008438818565,Socialist Party,0.0
220,1984,-27.8,0.5654008438818565,Socialist Party,0.0
220,1985,-27.8,0.5654008438818565,Socialist Party,0.0
220,1986,-8.6,0.35611510791366907,Socialist Party,
220,1987,-8.6,0.35611510791366907,Socialist Party,
220,1988,-13.6,0.46846846846846846,Socialist Party,0.0
220,1989,-13.6,0.46846846846846846,Socialist Party,0.0
220,1990,-13.6,0.46846846846846846,Socialist Party,0.0
220,1991,-13.6,0.46846846846846846,Socialist Party,0.0
220,1992,-13.6,0.46846846846846846,Socialist Party,0.0
220,1993,-4.724,0.44540727902946275,Rally for the Republic,
220,1994,-4.724,0.44540727902946275,Rally for the Republic,
220,1995,-4.724,0.44540727902946275,Rally for the Republic,
220,1996,-4.724,0.44540727902946275,Rally for the Republic,
220,1997,-13.287,0.42634315424610053,Socialist Party,0.0
220,1998,-13.287,0.42634315424610053,Socialist Party,0.0
220,1999,-13.287,0.42634315424610053,Socialist Party,0.0
220,2000,-13.287,0.42634315424610053,Socialist Party,0.0
220,2001,-13.287,0.42634315424610053,Socialist Party,0.0
220,2002,-8.92,0.6325823223570191,Union for the Presidential Majority,
220,2003,-8.92,0.6325823223570191,Union for the Presidential Majority,
220,2004,-8.92,0.6325823223570191,Union for the Presidential Majority,
220,2005,-8.92,0.6325823223570191,Union for the Presidential Majority,
220,2006,-8.92,0.6325823223570191,Union for the Presidential Majority,
220,2007,-11.987,0.5424610051993067,Union for a Popular Movement,0.0
220,2008,-11.987,0.5424610051993067,Union for a Popular Movement,0.0
220,2009,-11.987,0.5424610051993067,Union for a Popular Movement,0.0
220,2010,-11.987,0.5424610051993067,Union for a Popular Movement,0.0
220,2011,-11.987,0.5424610051993067,Union for a Popular Movement,0.0
220,2012,-32.71,0.4852686308492201,Socialist Party,0.0
220,2013,-32.71,0.4852686308492201,Socialist Party,0.0
220,2014,-32.71,0.4852686308492201,Socialist Party,0.0
225,1970,,,,
225,1971,7.539,0.245,Radical Democratic Party,
225,1972,7.539,0.245,Radical Democratic Party,
225,1973,7.539,0.245,Radical Democratic Party,
225,1974,7.539,0.245,Radical Democratic Party,
225,1975,-29.004,0.275,Social Democratic Party of Switzerland,0.0
225,1976,-29.004,0.275,Social Democratic Party of Switzerland,0.0
225,1977,-29.004,0.275,Social Democratic Party of Switzerland,0.0
225,1978,-29.004,0.275,Social Democratic Party of Switzerland,0.0
225,1979,-18.656,0.255,Social Democratic Party of Switzerland,0.0
225,1980,-18.656,0.255,Social Democratic Party of Switzerland,0.0
225,1981,-18.656,0.255,Social Democratic Party of Switzerland,0.0
225,1982,-18.656,0.255,Social Democratic Party of Switzerland,0.0
225,1983,46.047,0.27,Radical Democratic Party,1.0
225,1984,46.047,0.27,Radical Democratic Party,1.0
225,1985,46.047,0.27,Radical Democratic Party,1.0
225,1986,46.047,0.27,Radical Democratic Party,1.0
225,1987,10.837,0.255,Radical Democratic Party,1.0
225,1988,10.837,0.255,Radical Democratic Party,1.0
225,1989,10.837,0.255,Radical Democratic Party,1.0
225,1990,10.837,0.255,Radical Democratic Party,1.0
225,1991,23.897,0.22,Radical Democratic Party,1.0
225,1992,23.897,0.22,Radical Democratic Party,1.0
225,1993,23.897,0.22,Radical Democratic Party,1.0
225,1994,23.897,0.22,Radical Democratic Party,1.0
225,1995,-19.592,0.27,Social Democratic Party of Switzerland,0.0
225,1996,-19.592,0.27,Social Democratic Party of Switzerland,0.0
225,1997,-19.592,0.27,Social Democratic Party of Switzerland,0.0
225,1998,-19.592,0.27,Social Democratic Party of Switzerland,0.0
225,1999,-31.434,0.255,Social Democratic Party of Switzerland,0.0
225,2000,-31.434,0.255,Social Democratic Party of Switzerland,0.0
225,2001,-31.434,0.255,Social Democratic Party of Switzerland,0.0
225,2002,-31.434,0.255,Social Democratic Party of Switzerland,0.0
225,2003,41.168,0.275,Swiss People’s Party,1.0
225,2004,41.168,0.275,Swiss People’s Party,1.0
225,2005,41.168,0.275,Swiss People’s Party,1.0
225,2006,41.168,0.275,Swiss People’s Party,1.0
225,2007,43.113,0.31,Swiss People’s Party,1.0
225,2008,43.113,0.31,Swiss People’s Party,1.0
225,2009,43.113,0.31,Swiss People’s Party,1.0
225,2010,43.113,0.31,Swiss People’s Party,1.0
225,2011,0.833,0.27,Swiss People’s Party,
225,2012,0.833,0.27,Swiss People’s Party,
225,2013,0.833,0.27,Swiss People’s Party,
225,2014,0.833,0.27,Swiss People’s Party,
230,1970,,,,
230,1971,,,,
230,1972,,,,
230,1973,,,,
230,1974,,,,
230,1975,,,,
230,1976,,,,
230,1977,-0.469,0.4714285714285714,Union of the Democratic Centre/Centrist Bloc,
230,1978,-0.469,0.4714285714285714,Union of the Democratic Centre/Centrist Bloc,
230,1979,0.468,0.48,Union of the Democratic Centre/Centrist Bloc,
230,1980,0.468,0.48,Union of the Democratic Centre/Centrist Bloc,
230,1981,0.468,0.48,Union of the Democratic Centre/Centrist Bloc,
230,1982,-10.951,0.5771428571428572,Spanish Socialist Workers’ Party,0.0
230,1983,-10.951,0.5771428571428572,Spanish Socialist Workers’ Party,0.0
230,1984,-10.951,0.5771428571428572,Spanish Socialist Workers’ Party,0.0
230,1985,-10.951,0.5771428571428572,Spanish Socialist Workers’ Party,0.0
230,1986,-11.648,0.5257142857142857,Spanish Socialist Workers’ Party,0.0
230,1987,-11.648,0.5257142857142857,Spanish Socialist Workers’ Party,0.0
230,1988,-11.648,0.5257142857142857,Spanish Socialist Workers’ Party,0.0
230,1989,-22.312,0.5,Spanish Socialist Workers’ Party,0.0
230,1990,-22.312,0.5,Spanish Socialist Workers’ Party,0.0
230,1991,-22.312,0.5,Spanish Socialist Workers’ Party,0.0
230,1992,-22.312,0.5,Spanish Socialist Workers’ Party,0.0
230,1993,-23.213,0.4542857142857143,Spanish Socialist Workers’ Party,0.0
230,1994,-23.213,0.4542857142857143,Spanish Socialist Workers’ Party,0.0
230,1995,-23.213,0.4542857142857143,Spanish Socialist Workers’ Party,0.0
230,1996,9.871,0.44571428571428573,People's Party,
230,1997,9.871,0.44571428571428573,People's Party,
230,1998,9.871,0.44571428571428573,People's Party,
230,1999,9.871,0.44571428571428573,People's Party,
230,2000,3.587,0.5228571428571429,People's Party,
230,2001,3.587,0.5228571428571429,People's Party,
230,2002,3.587,0.5228571428571429,People's Party,
230,2003,3.587,0.5228571428571429,People's Party,
230,2004,-12.391,0.4685714285714286,Spanish Socialist Workers’ Party,0.0
230,2005,-12.391,0.4685714285714286,Spanish Socialist Workers’ Party,0.0
230,2006,-12.391,0.4685714285714286,Spanish Socialist Workers’ Party,0.0
230,2007,-12.391,0.4685714285714286,Spanish Socialist Workers’ Party,0.0
230,2008,-22.903,0.4828571428571429,Spanish Socialist Workers’ Party,0.0
230,2009,-22.903,0.4828571428571429,Spanish Socialist Workers’ Party,0.0
230,2010,-22.903,0.4828571428571429,Spanish Socialist Workers’ Party,0.0
230,2011,-3.448,0.5314285714285715,People's Party,
230,2012,-3.448,0.5314285714285715,People's Party,
230,2013,-3.448,0.5314285714285715,People's Party,
230,2014,-3.448,0.5314285714285715,People's Party,
235,1970,,,,
235,1971,,,,
235,1972,,,,
235,1973,,,,
235,1974,,,,
235,1975,-58.108,0.464,Socialist Party,0.0
235,1976,31.28,0.4068441064638783,Socialist Party,1.0
235,1977,31.28,0.4068441064638783,Socialist Party,1.0
235,1978,31.28,0.4068441064638783,Socialist Party,1.0
235,1979,9.42,0.304,Social Democratic Party,
235,1980,19.431,0.328,Social Democratic Party,1.0
235,1981,19.431,0.328,Social Democratic Party,1.0
235,1982,19.431,0.328,Social Democratic Party,1.0
235,1983,-12.0,0.404,Socialist Party,0.0
235,1984,-12.0,0.404,Socialist Party,0.0
235,1985,26.087,0.352,Social Democratic Party,1.0
235,1986,26.087,0.352,Social Democratic Party,1.0
235,1987,25.735,0.592,Social Democratic Party,1.0
235,1988,25.735,0.592,Social Democratic Party,1.0
235,1989,25.735,0.592,Social Democratic Party,1.0
235,1990,25.735,0.592,Social Democratic Party,1.0
235,1991,-8.774,0.584070796460177,Social Democratic Party,
235,1992,-8.774,0.584070796460177,Social Democratic Party,
235,1993,-8.774,0.584070796460177,Social Democratic Party,
235,1994,-8.774,0.584070796460177,Social Democratic Party,
235,1995,-16.694,0.48695652173913045,Socialist Party,0.0
235,1996,-16.694,0.48695652173913045,Socialist Party,0.0
235,1997,-16.694,0.48695652173913045,Socialist Party,0.0
235,1998,-16.694,0.48695652173913045,Socialist Party,0.0
235,1999,-17.7,0.5,Socialist Party,0.0
235,2000,-17.7,0.5,Socialist Party,0.0
235,2001,-17.7,0.5,Socialist Party,0.0
235,2002,1.154,0.45652173913043476,Social Democratic Party,
235,2003,1.154,0.45652173913043476,Social Democratic Party,
235,2004,1.154,0.45652173913043476,Social Democratic Party,
235,2005,-10.22,0.5260869565217391,Socialist Party,0.0
235,2006,-10.22,0.5260869565217391,Socialist Party,0.0
235,2007,-10.22,0.5260869565217391,Socialist Party,0.0
235,2008,-10.22,0.5260869565217391,Socialist Party,0.0
235,2009,-4.498,0.4217391304347826,Socialist Party,
235,2010,-4.498,0.4217391304347826,Socialist Party,
235,2011,12.811,0.46956521739130436,Social Democratic Party,1.0
235,2012,12.811,0.46956521739130436,Social Democratic Party,1.0
235,2013,12.811,0.46956521739130436,Social Democratic Party,1.0
235,2014,12.811,0.46956521739130436,Social Democratic Party,1.0
255,1991,,,,
255,1992,,,,
255,1993,,,,
255,1994,26.812,0.4375,Christian Democratic Union/Christian Social Union,1.0
255,1995,26.812,0.4375,Christian Democratic Union/Christian Social Union,1.0
255,1996,26.812,0.4375,Christian Democratic Union/Christian Social Union,1.0
255,1997,26.812,0.4375,Christian Democratic Union/Christian Social Union,1.0
255,1998,-1.603,0.445440956651719,Social Democratic Party of Germany,
255,1999,-1.603,0.445440956651719,Social Democratic Party of Germany,
255,2000,-1.603,0.445440956651719,Social Democratic Party of Germany,
255,2001,-1.603,0.445440956651719,Social Democratic Party of Germany,
255,2002,4.099,0.41625207296849087,Social Democratic Party of Germany,
255,2003,4.099,0.41625207296849087,Social Democratic Party of Germany,
255,2004,4.099,0.41625207296849087,Social Democratic Party of Germany,
255,2005,25.611,0.36807817589576547,Christian Democratic Union/Christian Social Union,1.0
